listing_id,sme_id,country,city,waste_category,waste_item,volume_kg,contamination_risk,ai_routing_score,recommended_recycler_id,match_status,total_co2_offset,status,pH,created_at,waste_type_id,subcategory_id,toxicity_level,recommended_handling,storage_risk_level,documentation_status,regulatory_category
519,260,Nigeria,Lagos,Others,Miscellaneous,362.76,Medium,,50,Matched,75.76,Open,6.55,2026-02-11 21:01:41,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
520,260,Nigeria,Lagos,Organic,Agricultural Residue,100.83,Medium,,30,Unmatched,45.63,In Progress,6.31,2025-10-07 18:14:07,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
521,261,Kenya,Mombasa,Organic,Livestock Manure,324.78,Medium,,47,Matched,232.92,In Progress,6.54,2026-01-04 23:32:08,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
522,261,Kenya,Mombasa,Solid,LDPE 'Sachet' Water Bags,243.54,Low,,34,Unmatched,143.09,Open,7.47,2026-01-25 14:19:15,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General
523,262,Kenya,Mombasa,Solid,PET Bottles,398.21,Low,,51,Unmatched,196.58,Open,7.3,2025-12-20 18:37:27,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General
524,262,Kenya,Mombasa,Liquid,Industrial Effluent,218.85,Low,,2,Unmatched,66.74,In Progress,9.03,2026-01-22 16:40:03,3,11,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
525,263,Nigeria,Kano,Liquid,Used Cooking Oil,420.47,Medium,,15,Matched,147.97,Open,11.51,2026-01-02 01:17:54,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
526,263,Nigeria,Kano,Organic,Livestock Manure,390.25,Low,,46,Matched,237.82,Closed,6.75,2026-01-27 14:33:12,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
527,264,Nigeria,Abuja,Solid,Textiles/Used Clothing,417.75,Low,,25,Matched,494.85,Open,6.65,2025-12-30 06:13:44,2,8,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General
528,264,Nigeria,Abuja,Organic,Market Waste,37.52,Low,,39,Matched,17.51,In Progress,5.22,2026-01-05 15:10:16,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
529,265,Nigeria,Kano,Organic,Market Waste,425.21,Medium,,8,Unmatched,94.48,Closed,5.92,2025-12-16 17:59:26,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
530,265,Nigeria,Kano,Solid,PET Bottles,291.32,Medium,,13,Matched,250.18,In Progress,7.35,2025-12-17 22:23:04,2,5,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
531,266,Kenya,Eldoret,Solid,LDPE 'Sachet' Water Bags,489.59,Low,,44,Matched,577.76,Closed,6.91,2026-01-03 16:46:42,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General
532,266,Kenya,Eldoret,Organic,Agricultural Residue,142.86,Low,,15,Matched,41.1,Open,5.84,2026-03-01 10:02:41,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
533,267,Nigeria,Lagos,Organic,Food Scraps,377.97,Medium,,35,Matched,195.69,Closed,6.08,2025-10-16 20:56:24,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
534,267,Nigeria,Lagos,Organic,Livestock Manure,116.23,Medium,,44,Unmatched,82.92,Closed,5.7,2025-12-23 21:48:06,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
535,268,Kenya,Kisumu,Others,Construction debris,229.03,High,,1,Matched,108.91,Open,6.75,2025-09-27 08:13:55,4,15,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
536,268,Kenya,Kisumu,Organic,Livestock Manure,225.73,Medium,,23,Matched,172.99,In Progress,6.8,2025-12-01 12:27:49,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
537,269,Nigeria,Port Harcourt,Organic,Food Scraps,497.19,Low,,47,Matched,251.42,In Progress,6.7,2025-11-06 15:58:09,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
538,269,Nigeria,Port Harcourt,Organic,Livestock Manure,170.49,High,,2,Matched,149.4,Closed,5.89,2025-12-21 13:54:21,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
539,270,Kenya,Nakuru,Liquid,Used Cooking Oil,99.43,Medium,,54,Matched,37.81,In Progress,4.94,2026-01-09 06:56:53,3,9,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated
540,270,Kenya,Nakuru,Solid,Scrap Metal,230.2,Medium,,41,Matched,188.28,Open,6.92,2025-11-28 21:08:36,2,7,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
541,271,Nigeria,Lagos,Liquid,Industrial Effluent,393.48,Medium,,31,Matched,82.89,Closed,8.61,2026-01-14 07:37:33,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
542,271,Nigeria,Lagos,Liquid,Septage/Sewage,67.9,High,,47,Matched,13.35,Open,8.54,2026-01-25 21:08:24,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
543,272,Kenya,Mombasa,Liquid,Greywater,196.79,Low,,39,Matched,33.11,Open,7.8,2025-11-24 00:28:36,3,10,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
544,272,Kenya,Mombasa,Organic,Livestock Manure,369.49,Medium,,52,Matched,271.35,Open,5.56,2026-02-12 08:29:28,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
545,273,Kenya,Kisumu,Organic,Agricultural Residue,306.38,Medium,,57,Matched,164.23,Open,5.45,2025-11-10 18:03:13,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
546,273,Kenya,Kisumu,Others,Textiles,354.63,High,,39,Matched,58.24,Closed,7.48,2025-11-17 18:02:11,4,14,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
547,274,Nigeria,Abuja,Organic,Food Scraps,255.26,High,,5,Unmatched,163.66,Open,6.99,2025-09-28 10:44:06,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
548,274,Nigeria,Abuja,Organic,Livestock Manure,49.55,Medium,,31,Unmatched,22.79,Closed,6.79,2025-09-21 23:39:11,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
549,275,Kenya,Nakuru,Solid,Scrap Metal,419.28,Low,,4,Matched,477.38,In Progress,6.78,2026-01-09 04:14:15,2,7,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General
550,275,Kenya,Nakuru,Organic,Food Scraps,264.25,High,,1,Unmatched,100.86,Open,6.96,2025-09-25 06:44:45,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
551,276,Nigeria,Abuja,Solid,Textiles/Used Clothing,245.01,High,,12,Unmatched,140.22,Closed,7.21,2025-10-11 09:55:29,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
552,276,Nigeria,Abuja,Others,E-waste,26.41,Low,,56,Unmatched,3.32,In Progress,6.56,2026-02-26 00:52:28,4,13,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
553,277,Kenya,Kisumu,Organic,Agricultural Residue,180.3,Medium,,20,Unmatched,132.82,Open,6.12,2025-11-26 16:04:24,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
554,277,Kenya,Kisumu,Solid,LDPE 'Sachet' Water Bags,239.44,Low,,56,Matched,124.62,Closed,6.76,2025-11-23 06:21:44,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,In Progress,General
555,278,Nigeria,Port Harcourt,Organic,Food Scraps,187.82,Low,,15,Matched,35.16,Open,6.2,2026-02-20 17:16:15,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
556,278,Nigeria,Port Harcourt,Organic,Livestock Manure,315.15,Low,,45,Unmatched,265.33,In Progress,5.27,2026-02-07 14:42:55,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
557,279,Kenya,Mombasa,Organic,Food Scraps,170.41,High,,16,Unmatched,82.53,Open,5.61,2026-01-07 21:57:43,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
558,279,Kenya,Mombasa,Liquid,Septage/Sewage,139.32,Medium,,16,Matched,46.27,Closed,8.94,2025-09-21 17:50:27,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
559,280,Nigeria,Ibadan,Organic,Food Scraps,163.54,Medium,,44,Unmatched,100.32,In Progress,6.72,2026-02-12 02:32:28,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
560,280,Nigeria,Ibadan,Liquid,Greywater,60.3,Medium,,11,Matched,20.38,In Progress,8.23,2026-03-08 14:26:15,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
561,281,Kenya,Nakuru,Organic,Market Waste,16.82,High,,21,Matched,5.96,In Progress,6.52,2026-01-15 21:54:09,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
562,281,Kenya,Nakuru,Liquid,Greywater,83.33,Low,,45,Matched,14.1,Open,11.81,2025-11-21 18:50:57,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
563,282,Kenya,Eldoret,Organic,Livestock Manure,110.21,High,,21,Unmatched,82.65,In Progress,5.7,2025-11-29 10:04:44,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
564,282,Kenya,Eldoret,Organic,Food Scraps,13.18,Low,,46,Unmatched,2.55,In Progress,5.39,2025-10-05 10:09:45,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
565,283,Kenya,Nakuru,Liquid,Greywater,169.59,High,,51,Matched,67.78,Open,5.26,2025-12-08 15:47:37,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
566,283,Kenya,Nakuru,Solid,PET Bottles,153.38,High,,12,Unmatched,62.77,Closed,6.98,2025-11-22 12:57:42,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
567,284,Kenya,Mombasa,Liquid,Industrial Effluent,265.57,High,,29,Matched,94.95,Open,9.48,2025-11-24 21:55:30,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
568,284,Kenya,Mombasa,Liquid,Greywater,439.56,High,,47,Matched,157.39,In Progress,3.57,2025-12-05 12:12:34,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
569,285,Nigeria,Abuja,Organic,Market Waste,266.55,High,,27,Matched,206.58,Open,5.73,2025-11-23 17:30:43,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
570,285,Nigeria,Abuja,Liquid,Septage/Sewage,469.17,Medium,,5,Matched,93.58,In Progress,8.64,2025-09-27 11:33:04,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,Regulated
571,286,Nigeria,Kano,Organic,Livestock Manure,426.56,Medium,,54,Unmatched,84.29,Closed,6.27,2026-01-22 22:04:49,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
572,286,Nigeria,Kano,Liquid,Greywater,416.42,Medium,,55,Unmatched,156.56,In Progress,10.74,2025-11-02 22:40:03,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
573,287,Kenya,Mombasa,Organic,Agricultural Residue,248.9,Medium,,1,Matched,150.15,Closed,5.47,2025-11-03 14:26:35,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
574,287,Kenya,Mombasa,Liquid,Greywater,348.24,Low,,36,Matched,48.4,Closed,10.49,2025-11-01 01:53:48,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
575,288,Kenya,Nairobi,Liquid,Greywater,355.18,Low,,52,Unmatched,127.17,Closed,8.55,2026-01-20 08:45:48,3,10,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated
576,288,Kenya,Nairobi,Organic,Food Scraps,376.4,High,,18,Unmatched,282.42,In Progress,6.69,2025-11-16 02:58:04,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
577,289,Nigeria,Lagos,Organic,Livestock Manure,87.68,Medium,,1,Matched,75.08,Open,5.66,2026-01-09 13:52:34,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
578,289,Nigeria,Lagos,Liquid,Greywater,388.09,High,,38,Unmatched,130.4,In Progress,10.31,2025-10-03 00:20:08,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
579,290,Nigeria,Lagos,Organic,Agricultural Residue,263.73,High,,3,Unmatched,215.02,Closed,5.9,2026-03-12 07:11:56,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
580,290,Nigeria,Lagos,Solid,LDPE 'Sachet' Water Bags,400.75,High,,25,Matched,236.39,In Progress,6.7,2026-01-28 02:45:01,2,6,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
581,291,Nigeria,Ibadan,Organic,Livestock Manure,84.46,Medium,,47,Unmatched,74.45,Open,5.28,2025-09-29 05:43:54,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
582,291,Nigeria,Ibadan,Organic,Livestock Manure,350.07,Medium,,49,Matched,187.87,Closed,5.97,2026-03-04 06:01:56,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
583,292,Kenya,Nakuru,Organic,Livestock Manure,328.95,Medium,,42,Unmatched,200.96,In Progress,6.27,2025-11-14 17:28:25,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
584,292,Kenya,Nakuru,Liquid,Used Cooking Oil,164.83,High,,9,Matched,45.55,In Progress,2.35,2025-10-08 17:57:12,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
585,293,Nigeria,Ibadan,Organic,Livestock Manure,278.09,High,,44,Unmatched,208.95,Closed,6.09,2025-11-21 01:46:54,1,4,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
586,293,Nigeria,Ibadan,Liquid,Greywater,267.39,Low,,48,Matched,29.9,In Progress,2.92,2025-10-19 11:42:26,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
587,294,Nigeria,Kano,Liquid,Septage/Sewage,110.13,Low,,42,Unmatched,26.83,In Progress,6.0,2025-09-20 08:20:35,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
588,294,Nigeria,Kano,Others,Miscellaneous,334.55,Medium,,9,Matched,140.81,Open,6.79,2025-12-30 01:40:58,4,16,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
589,295,Nigeria,Kano,Liquid,Septage/Sewage,95.16,High,,55,Unmatched,22.67,Closed,10.59,2025-11-18 20:17:35,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
590,295,Nigeria,Kano,Organic,Livestock Manure,283.94,Low,,60,Matched,171.18,Closed,6.91,2025-09-23 18:40:15,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
591,296,Kenya,Nakuru,Liquid,Greywater,124.14,High,,31,Unmatched,11.78,Open,10.92,2025-12-15 00:28:19,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
592,296,Kenya,Nakuru,Organic,Agricultural Residue,387.97,Medium,,36,Matched,102.59,Open,6.03,2026-01-22 05:53:55,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
593,297,Kenya,Kisumu,Organic,Market Waste,267.55,Medium,,46,Matched,80.16,In Progress,6.49,2026-03-03 04:04:03,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
594,297,Kenya,Kisumu,Organic,Food Scraps,88.15,High,,1,Matched,43.84,Closed,5.77,2025-12-07 13:20:44,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
595,298,Nigeria,Ibadan,Organic,Market Waste,346.16,Low,,51,Matched,193.86,In Progress,5.21,2026-01-04 19:46:50,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
596,298,Nigeria,Ibadan,Organic,Agricultural Residue,354.59,Medium,,6,Matched,198.09,In Progress,6.74,2025-12-25 11:25:59,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
597,299,Kenya,Nairobi,Organic,Market Waste,309.41,Medium,,8,Unmatched,61.11,Open,5.33,2026-03-10 13:21:10,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
598,299,Kenya,Nairobi,Organic,Food Scraps,434.09,Medium,,7,Matched,251.05,Open,5.33,2025-12-07 07:17:07,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
599,300,Kenya,Eldoret,Solid,LDPE 'Sachet' Water Bags,120.37,Low,,54,Matched,85.42,Open,7.43,2025-11-07 07:00:45,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General
600,300,Kenya,Eldoret,Liquid,Septage/Sewage,41.57,High,,42,Matched,5.4,Open,5.97,2025-09-20 11:33:36,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
601,301,Nigeria,Ibadan,Organic,Livestock Manure,334.63,Low,,57,Matched,265.16,Open,6.91,2026-01-29 15:52:48,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General
602,301,Nigeria,Ibadan,Liquid,Industrial Effluent,162.75,Medium,,56,Matched,45.11,In Progress,2.75,2025-12-16 17:26:19,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
603,302,Nigeria,Port Harcourt,Liquid,Used Cooking Oil,27.57,Low,,48,Unmatched,3.59,In Progress,6.65,2026-01-08 16:42:25,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
604,302,Nigeria,Port Harcourt,Organic,Food Scraps,351.09,High,,45,Unmatched,172.88,Open,6.14,2025-09-20 20:06:28,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
605,303,Nigeria,Kano,Organic,Livestock Manure,480.69,Low,,9,Unmatched,332.34,In Progress,5.72,2025-11-16 23:32:32,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,In Progress,General
606,303,Nigeria,Kano,Others,Construction debris,27.48,High,,32,Matched,6.9,In Progress,7.34,2025-11-28 20:51:48,4,15,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
607,304,Nigeria,Lagos,Organic,Market Waste,448.24,High,,43,Matched,113.12,In Progress,6.33,2026-01-05 06:31:07,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
608,304,Nigeria,Lagos,Organic,Food Scraps,203.94,High,,31,Unmatched,79.79,Open,5.41,2025-12-01 07:24:43,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
609,305,Nigeria,Kano,Organic,Market Waste,422.81,High,,16,Matched,203.84,Closed,5.68,2025-11-18 03:04:15,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
610,305,Nigeria,Kano,Solid,LDPE 'Sachet' Water Bags,118.93,High,,31,Unmatched,143.42,Closed,6.88,2026-01-05 16:42:07,2,6,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
611,306,Kenya,Kisumu,Organic,Market Waste,306.46,High,,51,Unmatched,210.19,Open,6.18,2025-10-05 11:54:47,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
612,306,Kenya,Kisumu,Organic,Food Scraps,79.39,Medium,,28,Matched,19.58,Open,5.75,2026-02-20 11:33:12,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
613,307,Kenya,Mombasa,Solid,Textiles/Used Clothing,141.32,Low,,58,Unmatched,116.95,Open,6.86,2025-12-20 08:23:41,2,8,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General
614,307,Kenya,Mombasa,Liquid,Septage/Sewage,186.77,High,,56,Unmatched,71.76,Closed,9.17,2025-10-05 22:46:35,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
615,308,Nigeria,Kano,Solid,PET Bottles,38.74,High,,11,Matched,10.51,Closed,7.0,2026-01-28 16:08:16,2,5,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
616,308,Nigeria,Kano,Organic,Agricultural Residue,488.99,High,,26,Matched,415.91,Closed,5.21,2026-01-25 14:43:31,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
617,309,Nigeria,Abuja,Liquid,Greywater,64.92,Medium,,8,Matched,14.68,Open,6.87,2025-10-26 12:04:51,3,10,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated
618,309,Nigeria,Abuja,Organic,Market Waste,452.77,Medium,,57,Unmatched,172.96,Open,5.95,2025-11-20 18:12:01,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
619,310,Nigeria,Ibadan,Solid,Textiles/Used Clothing,334.32,High,,47,Unmatched,399.82,Closed,7.17,2025-12-21 23:24:52,2,8,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
620,310,Nigeria,Ibadan,Organic,Agricultural Residue,273.59,High,,32,Matched,213.06,Closed,6.49,2025-12-23 03:32:59,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
621,311,Kenya,Mombasa,Organic,Agricultural Residue,445.25,High,,54,Matched,105.9,In Progress,5.51,2026-02-21 02:08:35,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
622,311,Kenya,Mombasa,Organic,Market Waste,340.08,Medium,,17,Unmatched,245.37,In Progress,5.45,2026-02-12 01:11:20,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
623,312,Nigeria,Kano,Liquid,Greywater,364.07,High,,60,Unmatched,42.52,In Progress,9.11,2026-01-24 02:43:48,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
624,312,Nigeria,Kano,Liquid,Septage/Sewage,175.19,Medium,,1,Matched,46.56,In Progress,2.64,2025-11-21 10:50:49,3,12,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
625,313,Nigeria,Ibadan,Organic,Agricultural Residue,317.78,Medium,,31,Matched,190.53,Closed,6.8,2025-10-18 21:01:03,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General
626,313,Nigeria,Ibadan,Others,Construction debris,218.12,Low,,17,Matched,81.83,In Progress,7.42,2026-01-13 21:47:03,4,15,Low,Store safely and avoid uncontrolled disposal.,Normal,Completed,Regulated
627,314,Kenya,Nakuru,Organic,Food Scraps,55.49,High,,17,Unmatched,32.58,Open,6.91,2025-11-13 16:20:49,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
628,314,Kenya,Nakuru,Organic,Market Waste,265.54,Medium,,10,Matched,104.6,Closed,5.53,2025-11-26 01:44:21,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
629,315,Kenya,Eldoret,Organic,Food Scraps,225.45,Low,,24,Matched,42.65,In Progress,5.22,2025-12-10 04:20:40,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General
630,315,Kenya,Eldoret,Organic,Agricultural Residue,454.95,High,,6,Unmatched,143.54,Open,5.4,2025-10-25 16:44:31,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
631,316,Nigeria,Ibadan,Organic,Market Waste,497.04,High,,32,Unmatched,196.53,In Progress,6.09,2025-12-22 00:26:29,1,3,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
632,316,Nigeria,Ibadan,Organic,Market Waste,25.47,Medium,,18,Matched,5.25,Closed,5.78,2026-01-17 21:51:47,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
633,317,Nigeria,Abuja,Solid,Scrap Metal,228.35,Low,,41,Matched,226.73,Closed,7.11,2026-02-28 01:20:30,2,7,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General
634,317,Nigeria,Abuja,Organic,Agricultural Residue,459.41,High,,42,Unmatched,347.76,Open,6.53,2026-02-16 08:51:42,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous
635,318,Nigeria,Abuja,Organic,Market Waste,63.45,Medium,,27,Unmatched,29.08,In Progress,6.62,2025-10-01 03:30:02,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General
636,318,Nigeria,Abuja,Organic,Agricultural Residue,237.13,Medium,,36,Unmatched,99.18,Open,6.63,2026-02-26 16:56:07,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General
637,319,Kenya,Mombasa,Liquid,Industrial Effluent,38.4,High,,38,Matched,6.12,In Progress,8.81,2026-02-28 15:19:25,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous
638,319,Kenya,Mombasa,Organic,Agricultural Residue,442.57,High,,1,Matched,243.65,Open,6.76,2025-12-29 13:38:46,1,2,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous
