listing_id,sme_id,country,city,waste_category,waste_item,volume_kg,contamination_risk,ai_routing_score,recommended_recycler_id,match_status,total_co2_offset,status,pH,created_at,waste_type_id,subcategory_id,toxicity_level,recommended_handling,storage_risk_level,documentation_status,regulatory_category,recycler_id,business_name,main_speciality,waste_types_accepted,capacity_kg_per_day,current_load_kg,country_recycler,city_recycler,gps_lat,gps_lng,certification_level,processing_efficiency,city_match,country_match,waste_category_match,estimated_distance,ai_explanation,net_climate_impact
444,222,Nigeria,Ibadan,Liquid,Used Cooking Oil,324.78,Low,12.000000000000002,48,Unmatched,37.09,In Progress,5.34,2026-01-24 06:31:18,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,48,"Fields, Elliott and Mills",Organic,"['E-waste', 'PET Bottles', 'Food Scraps']",2852,1887,Kenya,Mombasa,-4.029463,39.693657,Advanced,0.93,0,0,0,100,Low contamination risk; Low toxicity,0.34
444,222,Nigeria,Ibadan,Liquid,Used Cooking Oil,324.78,Low,12.000000000000002,48,Unmatched,37.09,In Progress,5.34,2026-01-24 06:31:18,3,9,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,48,"Fields, Elliott and Mills",Organic,"['E-waste', 'PET Bottles', 'Food Scraps']",2852,1887,Kenya,Mombasa,-4.029463,39.693657,Advanced,0.93,0,0,0,100,Low contamination risk; Low toxicity,-17.04
445,223,Kenya,Eldoret,Organic,Agricultural Residue,496.55,Medium,14.0,7,Matched,282.62,In Progress,5.16,2025-10-20 09:25:15,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,7,Krause Ltd,Others,"['Food Scraps', 'Wastewater', 'Textiles']",4196,887,Kenya,Nakuru,-0.315114,36.063763,Advanced,0.82,0,1,0,20,Recycler is in the same country,121.88
445,223,Kenya,Eldoret,Organic,Agricultural Residue,496.55,Medium,14.0,7,Matched,282.62,In Progress,5.16,2025-10-20 09:25:15,1,2,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,7,Krause Ltd,Others,"['Food Scraps', 'Wastewater', 'Textiles']",4196,887,Kenya,Nakuru,-0.315114,36.063763,Advanced,0.82,0,1,0,20,Recycler is in the same country,123.18
446,223,Kenya,Eldoret,Solid,LDPE 'Sachet' Water Bags,225.41,Medium,8.0,54,Unmatched,275.69,Open,7.21,2025-09-30 00:37:19,2,6,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,54,"Smith, Weeks and Arroyo",Others,"['Food Scraps', 'E-waste', 'Construction debris']",3387,1357,Nigeria,Ibadan,7.335374,3.926435,None,0.79,0,0,0,100,,121.88
446,223,Kenya,Eldoret,Solid,LDPE 'Sachet' Water Bags,225.41,Medium,8.0,54,Unmatched,275.69,Open,7.21,2025-09-30 00:37:19,2,6,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,54,"Smith, Weeks and Arroyo",Others,"['Food Scraps', 'E-waste', 'Construction debris']",3387,1357,Nigeria,Ibadan,7.335374,3.926435,None,0.79,0,0,0,100,,123.18
447,224,Kenya,Kisumu,Solid,Textiles/Used Clothing,199.97,Medium,33.0,17,Matched,170.43,Closed,6.64,2025-10-13 14:17:09,2,8,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,17,Combs-Davis,Solid,"['E-waste', 'PET Bottles', 'Textiles']",4389,1959,Kenya,Kisumu,-0.053664,34.731662,Basic,0.76,1,1,1,5,Recycler is in the same city; Recycler specializes in this waste category,2.46
447,224,Kenya,Kisumu,Solid,Textiles/Used Clothing,199.97,Medium,33.0,17,Matched,170.43,Closed,6.64,2025-10-13 14:17:09,2,8,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,17,Combs-Davis,Solid,"['E-waste', 'PET Bottles', 'Textiles']",4389,1959,Kenya,Kisumu,-0.053664,34.731662,Basic,0.76,1,1,1,5,Recycler is in the same city; Recycler specializes in this waste category,-9.31
448,224,Kenya,Kisumu,Organic,Market Waste,64.49,Low,12.000000000000002,23,Unmatched,22.1,In Progress,6.95,2026-02-14 12:29:24,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,23,Nunez-Freeman,Solid,"['E-waste', 'Wastewater', 'Food Scraps']",4511,1402,Nigeria,Port Harcourt,4.814333,7.075586,Advanced,0.85,0,0,0,100,Low contamination risk; Low toxicity,2.46
448,224,Kenya,Kisumu,Organic,Market Waste,64.49,Low,12.000000000000002,23,Unmatched,22.1,In Progress,6.95,2026-02-14 12:29:24,1,3,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,23,Nunez-Freeman,Solid,"['E-waste', 'Wastewater', 'Food Scraps']",4511,1402,Nigeria,Port Harcourt,4.814333,7.075586,Advanced,0.85,0,0,0,100,Low contamination risk; Low toxicity,-9.31
449,225,Kenya,Nairobi,Organic,Agricultural Residue,76.08,Low,18.000000000000004,59,Unmatched,42.23,In Progress,6.06,2025-10-04 12:24:38,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,59,"Price, Gray and Baker",Solid,"['E-waste', 'Textiles', 'Wastewater']",2225,2,Kenya,Mombasa,-4.051639,39.637572,None,0.75,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,1.94
449,225,Kenya,Nairobi,Organic,Agricultural Residue,76.08,Low,18.000000000000004,59,Unmatched,42.23,In Progress,6.06,2025-10-04 12:24:38,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,59,"Price, Gray and Baker",Solid,"['E-waste', 'Textiles', 'Wastewater']",2225,2,Kenya,Mombasa,-4.051639,39.637572,None,0.75,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,3.33
450,225,Kenya,Nairobi,Organic,Market Waste,16.64,Medium,18.499999999999996,9,Matched,6.52,In Progress,5.23,2026-03-04 11:38:13,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,9,Brock-Peters,Organic,"['Construction debris', 'Textiles', 'E-waste']",1924,1850,Nigeria,Port Harcourt,4.830924,7.004715,Basic,0.95,0,0,1,100,Recycler specializes in this waste category,1.94
450,225,Kenya,Nairobi,Organic,Market Waste,16.64,Medium,18.499999999999996,9,Matched,6.52,In Progress,5.23,2026-03-04 11:38:13,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,9,Brock-Peters,Organic,"['Construction debris', 'Textiles', 'E-waste']",1924,1850,Nigeria,Port Harcourt,4.830924,7.004715,Basic,0.95,0,0,1,100,Recycler specializes in this waste category,3.33
451,226,Nigeria,Kano,Solid,PET Bottles,352.01,Medium,14.0,21,Unmatched,208.72,In Progress,7.01,2025-10-07 12:04:09,2,5,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,21,Ray Ltd,Others,"['Food Scraps', 'E-waste', 'Construction debris']",3918,271,Nigeria,Abuja,9.050613,7.4007,Advanced,0.72,0,1,0,20,Recycler is in the same country,-47.7
451,226,Nigeria,Kano,Solid,PET Bottles,352.01,Medium,14.0,21,Unmatched,208.72,In Progress,7.01,2025-10-07 12:04:09,2,5,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,21,Ray Ltd,Others,"['Food Scraps', 'E-waste', 'Construction debris']",3918,271,Nigeria,Abuja,9.050613,7.4007,Advanced,0.72,0,1,0,20,Recycler is in the same country,-3.23
452,226,Nigeria,Kano,Liquid,Used Cooking Oil,157.34,High,6.0,40,Matched,32.82,In Progress,4.63,2025-12-29 23:34:38,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,40,Miller Group,Others,"['E-waste', 'Construction debris', 'Textiles']",1232,1791,Nigeria,Port Harcourt,4.800072,7.037941,Basic,0.8,0,1,0,20,Recycler is in the same country,-47.7
452,226,Nigeria,Kano,Liquid,Used Cooking Oil,157.34,High,6.0,40,Matched,32.82,In Progress,4.63,2025-12-29 23:34:38,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,40,Miller Group,Others,"['E-waste', 'Construction debris', 'Textiles']",1232,1791,Nigeria,Port Harcourt,4.800072,7.037941,Basic,0.8,0,1,0,20,Recycler is in the same country,-3.23
453,227,Nigeria,Abuja,Solid,PET Bottles,36.87,Low,12.000000000000002,18,Matched,24.7,Closed,6.96,2026-02-02 22:18:37,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General,18,"Cook, Ward and Castro",Organic,"['PET Bottles', 'Construction debris', 'Textiles']",1057,1956,Kenya,Nakuru,-0.297796,36.092728,Advanced,0.99,0,0,0,100,Low contamination risk; Low toxicity,-5.22
453,227,Nigeria,Abuja,Solid,PET Bottles,36.87,Low,12.000000000000002,18,Matched,24.7,Closed,6.96,2026-02-02 22:18:37,2,5,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Completed,General,18,"Cook, Ward and Castro",Organic,"['PET Bottles', 'Construction debris', 'Textiles']",1057,1956,Kenya,Nakuru,-0.297796,36.092728,Advanced,0.99,0,0,0,100,Low contamination risk; Low toxicity,-4.23
454,227,Nigeria,Abuja,Organic,Market Waste,21.5,Medium,14.0,29,Matched,7.39,Open,5.63,2025-09-29 10:45:33,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,29,Edwards Ltd,Liquid,"['Textiles', 'Construction debris', 'E-waste']",2131,1088,Nigeria,Ibadan,7.373038,3.996125,None,0.98,0,1,0,20,Recycler is in the same country,-5.22
454,227,Nigeria,Abuja,Organic,Market Waste,21.5,Medium,14.0,29,Matched,7.39,Open,5.63,2025-09-29 10:45:33,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,29,Edwards Ltd,Liquid,"['Textiles', 'Construction debris', 'E-waste']",2131,1088,Nigeria,Ibadan,7.373038,3.996125,None,0.98,0,1,0,20,Recycler is in the same country,-4.23
455,228,Nigeria,Lagos,Solid,LDPE 'Sachet' Water Bags,338.75,Low,18.000000000000004,54,Unmatched,130.4,Closed,7.03,2025-10-29 00:44:49,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Not Started,General,54,"Smith, Weeks and Arroyo",Others,"['Food Scraps', 'E-waste', 'Construction debris']",3387,1357,Nigeria,Ibadan,7.335374,3.926435,None,0.79,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-21.07
455,228,Nigeria,Lagos,Solid,LDPE 'Sachet' Water Bags,338.75,Low,18.000000000000004,54,Unmatched,130.4,Closed,7.03,2025-10-29 00:44:49,2,6,Low,"Keep clean and dry, avoid burning, store in bags or bales.",Normal,Not Started,General,54,"Smith, Weeks and Arroyo",Others,"['Food Scraps', 'E-waste', 'Construction debris']",3387,1357,Nigeria,Ibadan,7.335374,3.926435,None,0.79,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-22.9
456,228,Nigeria,Lagos,Organic,Market Waste,185.49,Medium,18.499999999999996,12,Unmatched,100.3,Closed,6.76,2025-12-07 13:17:58,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,12,Taylor-Barry,Organic,"['E-waste', 'Construction debris', 'Wastewater']",4022,84,Kenya,Nairobi,-1.319946,36.780423,Advanced,0.85,0,0,1,100,Recycler specializes in this waste category,-21.07
456,228,Nigeria,Lagos,Organic,Market Waste,185.49,Medium,18.499999999999996,12,Unmatched,100.3,Closed,6.76,2025-12-07 13:17:58,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,General,12,Taylor-Barry,Organic,"['E-waste', 'Construction debris', 'Wastewater']",4022,84,Kenya,Nairobi,-1.319946,36.780423,Advanced,0.85,0,0,1,100,Recycler specializes in this waste category,-22.9
457,229,Kenya,Nakuru,Liquid,Used Cooking Oil,491.65,Medium,10.0,42,Matched,98.0,In Progress,2.6,2026-01-19 15:39:57,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,42,Sims-Anderson,Organic,"['Wastewater', 'Food Scraps', 'Construction debris']",4211,610,Kenya,Nairobi,-1.265679,36.783098,Basic,0.74,0,1,0,20,Recycler is in the same country,-37.83
457,229,Kenya,Nakuru,Liquid,Used Cooking Oil,491.65,Medium,10.0,42,Matched,98.0,In Progress,2.6,2026-01-19 15:39:57,3,9,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,42,Sims-Anderson,Organic,"['Wastewater', 'Food Scraps', 'Construction debris']",4211,610,Kenya,Nairobi,-1.265679,36.783098,Basic,0.74,0,1,0,20,Recycler is in the same country,-34.3
458,229,Kenya,Nakuru,Organic,Livestock Manure,162.96,Low,26.5,11,Unmatched,65.17,Closed,5.98,2026-02-03 03:25:20,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,11,"Hernandez, Shaffer and Thompson",Liquid,"['Construction debris', 'Textiles', 'E-waste']",2373,2923,Kenya,Nakuru,-0.348712,36.048293,Basic,0.93,1,1,0,5,Recycler is in the same city; Low contamination risk; Low toxicity,-37.83
458,229,Kenya,Nakuru,Organic,Livestock Manure,162.96,Low,26.5,11,Unmatched,65.17,Closed,5.98,2026-02-03 03:25:20,1,4,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,11,"Hernandez, Shaffer and Thompson",Liquid,"['Construction debris', 'Textiles', 'E-waste']",2373,2923,Kenya,Nakuru,-0.348712,36.048293,Basic,0.93,1,1,0,5,Recycler is in the same city; Low contamination risk; Low toxicity,-34.3
459,230,Kenya,Nairobi,Organic,Food Scraps,123.59,High,0.0,5,Matched,25.05,In Progress,5.73,2025-11-26 17:49:31,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,5,Haynes-Watson,Others,"['E-waste', 'Textiles', 'Food Scraps']",3962,2820,Nigeria,Kano,11.987329,8.567534,Advanced,0.88,0,0,0,100,,55.55
459,230,Kenya,Nairobi,Organic,Food Scraps,123.59,High,0.0,5,Matched,25.05,In Progress,5.73,2025-11-26 17:49:31,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Completed,Hazardous,5,Haynes-Watson,Others,"['E-waste', 'Textiles', 'Food Scraps']",3962,2820,Nigeria,Kano,11.987329,8.567534,Advanced,0.88,0,0,0,100,,-1.21
460,230,Kenya,Nairobi,Liquid,Industrial Effluent,212.17,Medium,14.0,52,Unmatched,73.19,Closed,4.85,2025-10-23 21:54:17,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated,52,Smith-Mills,Solid,"['E-waste', 'Wastewater', 'Construction debris']",3770,1910,Kenya,Kisumu,-0.102066,34.732188,Advanced,0.83,0,1,0,20,Recycler is in the same country,55.55
460,230,Kenya,Nairobi,Liquid,Industrial Effluent,212.17,Medium,14.0,52,Unmatched,73.19,Closed,4.85,2025-10-23 21:54:17,3,11,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,Regulated,52,Smith-Mills,Solid,"['E-waste', 'Wastewater', 'Construction debris']",3770,1910,Kenya,Kisumu,-0.102066,34.732188,Advanced,0.83,0,1,0,20,Recycler is in the same country,-1.21
461,231,Kenya,Eldoret,Organic,Agricultural Residue,306.39,Low,22.5,28,Unmatched,65.51,Open,5.07,2025-11-22 01:01:47,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,28,Miller LLC,Organic,"['Wastewater', 'Food Scraps', 'E-waste']",3720,13,Nigeria,Port Harcourt,4.799694,7.025317,None,0.75,0,0,1,100,Recycler specializes in this waste category; Low contamination risk; Low toxicity,187.26
461,231,Kenya,Eldoret,Organic,Agricultural Residue,306.39,Low,22.5,28,Unmatched,65.51,Open,5.07,2025-11-22 01:01:47,1,2,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Not Started,General,28,Miller LLC,Organic,"['Wastewater', 'Food Scraps', 'E-waste']",3720,13,Nigeria,Port Harcourt,4.799694,7.025317,None,0.75,0,0,1,100,Recycler specializes in this waste category; Low contamination risk; Low toxicity,19.29
462,231,Kenya,Eldoret,Organic,Livestock Manure,336.34,Medium,24.499999999999996,16,Matched,288.85,In Progress,6.75,2026-01-23 00:40:32,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,16,Brown LLC,Organic,"['Wastewater', 'Food Scraps', 'Textiles']",1423,2148,Kenya,Kisumu,-0.128381,34.788103,Advanced,0.78,0,1,1,20,Recycler is in the same country; Recycler specializes in this waste category,187.26
462,231,Kenya,Eldoret,Organic,Livestock Manure,336.34,Medium,24.499999999999996,16,Matched,288.85,In Progress,6.75,2026-01-23 00:40:32,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,16,Brown LLC,Organic,"['Wastewater', 'Food Scraps', 'Textiles']",1423,2148,Kenya,Kisumu,-0.128381,34.788103,Advanced,0.78,0,1,1,20,Recycler is in the same country; Recycler specializes in this waste category,19.29
463,232,Kenya,Kisumu,Organic,Food Scraps,242.54,Medium,8.0,56,Unmatched,66.41,In Progress,6.04,2026-01-23 06:34:30,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,56,Harper-Robles,Liquid,"['Wastewater', 'Food Scraps', 'Textiles']",4091,1996,Nigeria,Port Harcourt,4.811583,7.062021,Basic,0.92,0,0,0,100,,10.52
463,232,Kenya,Kisumu,Organic,Food Scraps,242.54,Medium,8.0,56,Unmatched,66.41,In Progress,6.04,2026-01-23 06:34:30,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,56,Harper-Robles,Liquid,"['Wastewater', 'Food Scraps', 'Textiles']",4091,1996,Nigeria,Port Harcourt,4.811583,7.062021,Basic,0.92,0,0,0,100,,-10.68
464,232,Kenya,Kisumu,Liquid,Septage/Sewage,432.48,Low,18.000000000000004,12,Matched,160.72,Open,8.51,2025-10-12 23:02:52,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,12,Taylor-Barry,Organic,"['E-waste', 'Construction debris', 'Wastewater']",4022,84,Kenya,Nairobi,-1.319946,36.780423,Advanced,0.85,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,10.52
464,232,Kenya,Kisumu,Liquid,Septage/Sewage,432.48,Low,18.000000000000004,12,Matched,160.72,Open,8.51,2025-10-12 23:02:52,3,12,Low,Store safely and avoid uncontrolled disposal.,Normal,In Progress,Regulated,12,Taylor-Barry,Organic,"['E-waste', 'Construction debris', 'Wastewater']",4022,84,Kenya,Nairobi,-1.319946,36.780423,Advanced,0.85,0,1,0,20,Recycler is in the same country; Low contamination risk; Low toxicity,-10.68
465,233,Nigeria,Lagos,Organic,Livestock Manure,340.64,Medium,14.0,4,Unmatched,289.57,Closed,6.14,2026-02-18 20:45:22,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,4,White-Coleman,Others,"['Textiles', 'Construction debris', 'E-waste']",843,2781,Nigeria,Kano,11.990954,8.562801,Basic,0.98,0,1,0,20,Recycler is in the same country,27.31
465,233,Nigeria,Lagos,Organic,Livestock Manure,340.64,Medium,14.0,4,Unmatched,289.57,Closed,6.14,2026-02-18 20:45:22,1,4,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Not Started,General,4,White-Coleman,Others,"['Textiles', 'Construction debris', 'E-waste']",843,2781,Nigeria,Kano,11.990954,8.562801,Basic,0.98,0,1,0,20,Recycler is in the same country,-2.37
466,233,Nigeria,Lagos,Liquid,Greywater,107.16,Medium,20.5,37,Matched,36.72,In Progress,3.09,2025-10-09 02:41:48,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,37,Brown Group,Liquid,"['Food Scraps', 'E-waste', 'Textiles']",4122,2484,Nigeria,Ibadan,7.406521,3.949434,None,0.81,0,1,1,20,Recycler is in the same country; Recycler specializes in this waste category,27.31
466,233,Nigeria,Lagos,Liquid,Greywater,107.16,Medium,20.5,37,Matched,36.72,In Progress,3.09,2025-10-09 02:41:48,3,10,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,37,Brown Group,Liquid,"['Food Scraps', 'E-waste', 'Textiles']",4122,2484,Nigeria,Ibadan,7.406521,3.949434,None,0.81,0,1,1,20,Recycler is in the same country; Recycler specializes in this waste category,-2.37
467,234,Kenya,Kisumu,Organic,Food Scraps,229.24,High,0.0,56,Matched,107.95,Closed,6.25,2026-01-30 14:57:34,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,56,Harper-Robles,Liquid,"['Wastewater', 'Food Scraps', 'Textiles']",4091,1996,Nigeria,Port Harcourt,4.811583,7.062021,Basic,0.92,0,0,0,100,,-12.11
467,234,Kenya,Kisumu,Organic,Food Scraps,229.24,High,0.0,56,Matched,107.95,Closed,6.25,2026-01-30 14:57:34,1,1,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,Not Started,Hazardous,56,Harper-Robles,Liquid,"['Wastewater', 'Food Scraps', 'Textiles']",4091,1996,Nigeria,Port Harcourt,4.811583,7.062021,Basic,0.92,0,0,0,100,,1.15
468,234,Kenya,Kisumu,Liquid,Septage/Sewage,55.67,Medium,14.0,3,Matched,15.84,Open,8.69,2026-02-17 04:51:21,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,3,Ruiz-Austin,Organic,"['Wastewater', 'E-waste', 'Food Scraps']",3956,1464,Kenya,Mombasa,-4.010711,39.686254,Advanced,0.82,0,1,0,20,Recycler is in the same country,-12.11
468,234,Kenya,Kisumu,Liquid,Septage/Sewage,55.67,Medium,14.0,3,Matched,15.84,Open,8.69,2026-02-17 04:51:21,3,12,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,In Progress,Regulated,3,Ruiz-Austin,Organic,"['Wastewater', 'E-waste', 'Food Scraps']",3956,1464,Kenya,Mombasa,-4.010711,39.686254,Advanced,0.82,0,1,0,20,Recycler is in the same country,1.15
469,235,Nigeria,Port Harcourt,Organic,Food Scraps,96.31,Medium,18.499999999999996,42,Unmatched,34.34,In Progress,6.96,2026-01-03 05:14:17,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,42,Sims-Anderson,Organic,"['Wastewater', 'Food Scraps', 'Construction debris']",4211,610,Kenya,Nairobi,-1.265679,36.783098,Basic,0.74,0,0,1,100,Recycler specializes in this waste category,-11.31
469,235,Nigeria,Port Harcourt,Organic,Food Scraps,96.31,Medium,18.499999999999996,42,Unmatched,34.34,In Progress,6.96,2026-01-03 05:14:17,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,42,Sims-Anderson,Organic,"['Wastewater', 'Food Scraps', 'Construction debris']",4211,610,Kenya,Nairobi,-1.265679,36.783098,Basic,0.74,0,0,1,100,Recycler specializes in this waste category,7.72
470,235,Nigeria,Port Harcourt,Liquid,Industrial Effluent,212.81,Medium,10.0,4,Unmatched,63.73,Closed,3.4,2026-02-20 07:14:45,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,4,White-Coleman,Others,"['Textiles', 'Construction debris', 'E-waste']",843,2781,Nigeria,Kano,11.990954,8.562801,Basic,0.98,0,1,0,20,Recycler is in the same country,-11.31
470,235,Nigeria,Port Harcourt,Liquid,Industrial Effluent,212.81,Medium,10.0,4,Unmatched,63.73,Closed,3.4,2026-02-20 07:14:45,3,11,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,4,White-Coleman,Others,"['Textiles', 'Construction debris', 'E-waste']",843,2781,Nigeria,Kano,11.990954,8.562801,Basic,0.98,0,1,0,20,Recycler is in the same country,7.72
471,236,Nigeria,Lagos,Others,E-waste,149.38,High,6.0,1,Matched,19.69,In Progress,7.39,2025-12-28 19:51:38,4,13,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,1,Carpenter-Nguyen,Solid,"['Construction debris', 'Food Scraps', 'Textiles']",4556,591,Nigeria,Abuja,9.109914,7.438097,None,0.9,0,1,0,20,Recycler is in the same country,-17.49
471,236,Nigeria,Lagos,Others,E-waste,149.38,High,6.0,1,Matched,19.69,In Progress,7.39,2025-12-28 19:51:38,4,13,High,"Use PPE, store in labeled containers, avoid drains, await specialist pickup.",Critical,In Progress,Hazardous,1,Carpenter-Nguyen,Solid,"['Construction debris', 'Food Scraps', 'Textiles']",4556,591,Nigeria,Abuja,9.109914,7.438097,None,0.9,0,1,0,20,Recycler is in the same country,169.08
472,236,Nigeria,Lagos,Organic,Food Scraps,353.55,Low,22.5,35,Unmatched,277.08,Closed,6.75,2026-02-25 04:29:48,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,35,"King, Manning and Brady",Organic,"['PET Bottles', 'Wastewater', 'E-waste']",3667,1827,Kenya,Mombasa,-4.001714,39.646153,None,0.77,0,0,1,100,Recycler specializes in this waste category; Low contamination risk; Low toxicity,-17.49
472,236,Nigeria,Lagos,Organic,Food Scraps,353.55,Low,22.5,35,Unmatched,277.08,Closed,6.75,2026-02-25 04:29:48,1,1,Low,"Keep in covered bins, avoid open dumping, schedule frequent pickups.",Normal,Completed,General,35,"King, Manning and Brady",Organic,"['PET Bottles', 'Wastewater', 'E-waste']",3667,1827,Kenya,Mombasa,-4.001714,39.646153,None,0.77,0,0,1,100,Recycler specializes in this waste category; Low contamination risk; Low toxicity,169.08
473,237,Nigeria,Abuja,Organic,Market Waste,303.76,Medium,18.499999999999996,12,Matched,177.98,In Progress,6.8,2025-12-23 17:55:10,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,12,Taylor-Barry,Organic,"['E-waste', 'Construction debris', 'Wastewater']",4022,84,Kenya,Nairobi,-1.319946,36.780423,Advanced,0.85,0,0,1,100,Recycler specializes in this waste category,108.64
473,237,Nigeria,Abuja,Organic,Market Waste,303.76,Medium,18.499999999999996,12,Matched,177.98,In Progress,6.8,2025-12-23 17:55:10,1,3,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,12,Taylor-Barry,Organic,"['E-waste', 'Construction debris', 'Wastewater']",4022,84,Kenya,Nairobi,-1.319946,36.780423,Advanced,0.85,0,0,1,100,Recycler specializes in this waste category,2.3
474,237,Nigeria,Abuja,Organic,Food Scraps,44.18,Medium,18.499999999999996,48,Matched,38.56,Open,5.69,2025-11-02 11:10:14,1,1,Medium,"Store securely, avoid mixing with other waste, schedule timely pickup.",Elevated,Completed,General,48,"Fields, Elliott and Mills",Organic,"['E-waste', 'PET Bottles', 'Food Scraps']",2852,1887,Kenya,Mombasa,-4.029463,39.693657,Advanced,0.93,0,0,1,100,Recycler specializes in this waste category,108.64
